[INFO ] [2022-05-12 16:39:44,227] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 11:57:09,195] OS name = windows 10
[INFO ] [2022-05-19 11:57:09,195] Driver instance name = windows 10
[INFO ] [2022-05-19 11:57:38,687] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 11:57:53,312] Browser name and version is: firefox 94.0.2
[INFO ] [2022-05-19 11:57:53,405] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 11:57:53,981] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 11:57:54,283] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 11:57:54,384] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 11:57:54,473] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 11:57:54,574] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 11:57:54,665] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 11:57:54,755] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 11:58:00,601] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 11:58:00,660]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 11:58:00,936] Close browser
[INFO ] [2022-05-19 11:58:00,937] OS name = windows 10
[INFO ] [2022-05-19 11:58:00,937] Driver instance name = windows 10
[INFO ] [2022-05-19 13:29:59,864] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 13:30:11,294] Browser name and version is: chrome 94.0.4606.61
[INFO ] [2022-05-19 13:30:11,442] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 13:30:12,256] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 13:30:12,411] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 13:30:12,629] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 13:30:12,871] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 13:30:13,134] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 13:30:13,383] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 13:30:13,645] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 13:30:19,670] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 13:30:19,791]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 13:30:20,034] Close browser
[INFO ] [2022-05-19 13:30:20,035] OS name = windows 10
[INFO ] [2022-05-19 13:30:20,035] Driver instance name = windows 10
[INFO ] [2022-05-19 13:30:48,708] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 13:30:59,011] Browser name and version is: chrome 94.0.4606.61
[INFO ] [2022-05-19 13:30:59,131] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 13:30:59,883] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 13:31:00,054] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 13:31:00,257] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 13:31:00,474] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 13:31:00,702] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 13:31:00,897] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 13:31:01,089] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 13:31:07,017] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 13:31:07,116]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 13:31:07,260] Close browser
[INFO ] [2022-05-19 13:31:07,260] OS name = windows 10
[INFO ] [2022-05-19 13:31:07,260] Driver instance name = windows 10
[INFO ] [2022-05-19 13:53:39,850] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 13:53:44,614] Close browser
[INFO ] [2022-05-19 13:53:44,615] OS name = windows 10
[INFO ] [2022-05-19 13:53:44,615] 
[INFO ] [2022-05-19 13:55:37,804] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 13:55:40,359] Close browser
[INFO ] [2022-05-19 13:55:40,360] OS name = windows 10
[INFO ] [2022-05-19 13:55:40,360] 
[INFO ] [2022-05-19 13:57:49,678] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 13:57:53,347] Close browser
[INFO ] [2022-05-19 13:57:53,348] OS name = windows 10
[INFO ] [2022-05-19 13:57:53,348] 
[INFO ] [2022-05-19 13:59:15,984] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 13:59:18,322] Close browser
[INFO ] [2022-05-19 13:59:18,323] OS name = windows 10
[INFO ] [2022-05-19 13:59:18,323] 
[INFO ] [2022-05-19 14:00:04,021] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:00:06,603] Close browser
[INFO ] [2022-05-19 14:00:06,604] OS name = windows 10
[INFO ] [2022-05-19 14:00:06,604] 
[INFO ] [2022-05-19 14:06:38,908] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:06:47,070] Browser name and version is: chrome 94.0.4606.61
[INFO ] [2022-05-19 14:06:47,342] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 14:06:48,238] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 14:06:48,454] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 14:06:48,772] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 14:06:49,228] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 14:06:49,605] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 14:06:49,940] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 14:06:50,222] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 14:06:56,365] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 14:06:56,519]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 14:06:56,861] Close browser
[INFO ] [2022-05-19 14:06:56,862] OS name = windows 10
[INFO ] [2022-05-19 14:06:56,862] Driver instance name = windows 10
[INFO ] [2022-05-19 14:07:24,965] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:07:32,684] Browser name and version is: chrome 94.0.4606.61
[INFO ] [2022-05-19 14:07:32,852] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 14:07:33,847] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 14:07:34,087] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 14:07:34,424] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 14:07:34,834] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 14:07:35,270] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 14:07:35,666] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 14:07:36,043] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 14:07:42,170] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 14:07:42,278]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 14:07:42,568] Close browser
[INFO ] [2022-05-19 14:07:42,570] OS name = windows 10
[INFO ] [2022-05-19 14:07:42,570] Driver instance name = windows 10
[INFO ] [2022-05-19 14:08:21,445] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:08:34,883] Browser name and version is: firefox 92.0.1
[INFO ] [2022-05-19 14:08:35,060] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 14:08:36,271] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 14:08:36,781] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 14:08:37,196] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 14:08:37,486] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 14:08:37,659] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 14:08:37,847] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 14:08:38,061] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 14:08:44,463] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 14:08:44,560]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 14:08:45,043] Close browser
[INFO ] [2022-05-19 14:08:45,044] OS name = windows 10
[INFO ] [2022-05-19 14:08:45,044] Driver instance name = windows 10
[INFO ] [2022-05-19 14:09:25,318] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:09:32,907] Browser name and version is: chrome 94.0.4606.61
[INFO ] [2022-05-19 14:09:33,091] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 14:09:34,249] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 14:09:34,549] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 14:09:35,068] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 14:09:35,512] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 14:09:36,012] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 14:09:36,449] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 14:09:36,883] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 14:09:43,253] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 14:09:43,385]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 14:09:43,802] Close browser
[INFO ] [2022-05-19 14:09:43,802] OS name = windows 10
[INFO ] [2022-05-19 14:09:43,803] Driver instance name = windows 10
[INFO ] [2022-05-19 14:16:28,539] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:16:37,034] Browser name and version is: chrome 101.0.4951.67
[INFO ] [2022-05-19 14:16:37,245] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 14:16:38,268] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 14:16:38,383] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 14:16:38,594] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 14:16:38,787] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 14:16:39,032] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 14:16:39,285] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 14:16:39,490] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 14:16:45,729] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 14:16:45,817]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 14:16:46,155] Close browser
[INFO ] [2022-05-19 14:16:46,157] OS name = windows 10
[INFO ] [2022-05-19 14:16:46,158] Driver instance name = windows 10
[INFO ] [2022-05-19 14:18:02,765] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:18:09,467] Browser name and version is: chrome 94.0.4606.61
[INFO ] [2022-05-19 14:18:09,707] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 14:18:10,708] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 14:18:10,916] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 14:18:11,204] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 14:18:11,501] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 14:18:12,005] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 14:18:12,291] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 14:18:12,586] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 14:18:18,772] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 14:18:18,979]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 14:18:19,419] Close browser
[INFO ] [2022-05-19 14:18:19,419] OS name = windows 10
[INFO ] [2022-05-19 14:18:19,420] Driver instance name = windows 10
[INFO ] [2022-05-19 14:38:48,678] Close browser
[INFO ] [2022-05-19 14:38:48,679] OS name = windows 10
[INFO ] [2022-05-19 14:38:48,680] 
[INFO ] [2022-05-19 14:39:21,605] Close browser
[INFO ] [2022-05-19 14:39:21,605] Close browser
[INFO ] [2022-05-19 14:39:21,609] OS name = windows 10
[INFO ] [2022-05-19 14:39:21,608] OS name = windows 10
[INFO ] [2022-05-19 14:39:21,610] 
[INFO ] [2022-05-19 14:39:21,611] 
[INFO ] [2022-05-19 14:39:39,340] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:39:39,340] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:39:45,577] Browser name and version is: chrome 94.0.4606.61
[INFO ] [2022-05-19 14:39:45,779] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 14:39:46,895] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 14:39:47,304] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 14:39:47,893] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 14:39:48,411] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 14:39:48,824] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 14:39:49,159] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 14:39:49,516] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 14:39:53,216] Browser name and version is: firefox 92.0.1
[INFO ] [2022-05-19 14:39:53,221] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 14:39:54,385] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 14:39:55,025] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 14:39:55,316] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 14:39:55,481] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 14:39:55,719] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 14:39:55,871] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 14:39:55,917] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 14:39:56,104]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 14:39:56,195] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 14:39:56,535] Close browser
[INFO ] [2022-05-19 14:39:56,535] OS name = windows 10
[INFO ] [2022-05-19 14:39:56,536] Driver instance name = windows 10
[INFO ] [2022-05-19 14:40:02,735] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 14:40:02,819]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 14:40:02,843] Close browser
[INFO ] [2022-05-19 14:40:02,844] OS name = windows 10
[INFO ] [2022-05-19 14:40:02,844] Driver instance name = windows 10
[INFO ] [2022-05-19 14:41:18,922] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:41:18,922] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:41:24,602] Browser name and version is: chrome 94.0.4606.61
[INFO ] [2022-05-19 14:41:24,803] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 14:41:26,170] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 14:41:26,383] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 14:41:26,706] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 14:41:27,166] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 14:41:27,639] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 14:41:28,415] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 14:41:29,024] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 14:41:30,654] Browser name and version is: firefox 92.0.1
[INFO ] [2022-05-19 14:41:30,660] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 14:41:31,739] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 14:41:32,231] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 14:41:32,465] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 14:41:32,762] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 14:41:33,081] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 14:41:33,434] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 14:41:33,749] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 14:41:35,437] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 14:41:35,687]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 14:41:36,070] Close browser
[INFO ] [2022-05-19 14:41:36,079] OS name = windows 10
[INFO ] [2022-05-19 14:41:36,079] Driver instance name = windows 10
[INFO ] [2022-05-19 14:41:40,299] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 14:41:40,466]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 14:41:40,487] Close browser
[INFO ] [2022-05-19 14:41:40,487] OS name = windows 10
[INFO ] [2022-05-19 14:41:40,487] Driver instance name = windows 10
[INFO ] [2022-05-19 14:50:13,934] Close browser
[INFO ] [2022-05-19 14:50:13,935] OS name = windows 10
[INFO ] [2022-05-19 14:50:13,936] 
[INFO ] [2022-05-19 14:52:22,350] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:52:31,282] Browser name and version is: chrome 96.0.4664.45
[INFO ] [2022-05-19 14:52:31,434] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 14:52:32,054] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 14:52:32,187] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 14:52:32,430] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 14:52:32,631] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 14:52:32,847] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 14:52:33,057] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 14:52:33,271] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 14:52:39,144] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 14:52:39,257]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 14:52:39,476] Close browser
[INFO ] [2022-05-19 14:52:39,476] OS name = windows 10
[INFO ] [2022-05-19 14:52:39,477] Driver instance name = windows 10
[INFO ] [2022-05-19 14:53:29,191] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:53:29,191] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:53:36,721] Browser name and version is: chrome 96.0.4664.45
[INFO ] [2022-05-19 14:53:36,868] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 14:53:37,658] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 14:53:37,951] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 14:53:38,210] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 14:53:38,504] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 14:53:38,784] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 14:53:39,013] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 14:53:39,273] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 14:53:39,574] Browser name and version is: firefox 94.0.2
[INFO ] [2022-05-19 14:53:39,576] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 14:53:40,405] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 14:53:40,800] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 14:53:40,893] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 14:53:40,980] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 14:53:41,081] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 14:53:41,194] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 14:53:41,317] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 14:53:45,399] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 14:53:45,488]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 14:53:45,702] Close browser
[INFO ] [2022-05-19 14:53:45,702] OS name = windows 10
[INFO ] [2022-05-19 14:53:45,703] Driver instance name = windows 10
[INFO ] [2022-05-19 14:53:47,167] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 14:53:47,234]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 14:53:47,257] Close browser
[INFO ] [2022-05-19 14:53:47,257] OS name = windows 10
[INFO ] [2022-05-19 14:53:47,257] Driver instance name = windows 10
[INFO ] [2022-05-19 14:54:18,967] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:54:18,967] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:54:26,449] Browser name and version is: chrome 96.0.4664.45
[INFO ] [2022-05-19 14:54:26,568] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 14:54:27,270] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 14:54:27,444] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 14:54:27,701] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
